x;Value;Abs;Rel
-0,49;-0,512089717287932;3,56462162010018E-08;6,96093135954348E-08
-0,48;-0,500654686038879;2,63657092824943E-08;5,26624610320009E-08
-0,47;-0,489290758603668;1,94104476936019E-08;3,9670577427155E-08
-0,46;-0,47799518429938;1,42195728525252E-08;2,97483591813975E-08
-0,45;-0,466765328684646;1,03626499048382E-08;2,22009841733088E-08
-0,44;-0,455598665885482;7,51034090473723E-09;1,64845539359424E-08
-0,43;-0,444492771524334;5,41148481580933E-09;1,21745168799238E-08
-0,42;-0,433445316194669;3,87521681410874E-09;8,94049753146239E-09
-0,41;-0,422454059429713;2,75704326035964E-09;6,52625576870609E-09
-0,4;-0,411516844119466;1,94802218800305E-09;4,73376049272009E-09
-0,39;-0,400631591334997;1,36637523517891E-09;3,41055288716932E-09
-0,38;-0,389796295523257;9,5100310959495E-10;2,43974383080817E-09
-0,37;-0,379009020039465;6,56486254246857E-10;1,73211247859323E-09
-0,36;-0,368267892987398;4,49242254507709E-10;1,21987895907901E-09
-0,35;-0,357571103340925;3,04585301424964E-10;8,51817438041428E-10
-0,34;-0,346916897322681;2,0448082116431E-10;5,89423065356165E-10
-0,33;-0,336303575018139;1,35841116133406E-10;4,03924091711513E-10
-0,32;-0,325729487205394;8,92358964499351E-11;2,73957071529171E-10
-0,31;-0,315193032382803;5,79219450180801E-11;1,83766578117405E-10
-0,3;-0,30469265397828;3,71171982038732E-11;1,21818487300969E-10
-0,29;-0,294226837725522;2,34603447779591E-11;7,97355705463352E-11
-0,28;-0,283794109193717;1,46108680709744E-11;5,14840428215122E-11
-0,27;-0,273393031458517;8,95578056159252E-12;3,27578962547845E-11
-0,26;-0,263022202903073;5,39607247773688E-12;2,05156538804243E-11
-0,25;-0,252680255138887;3,19139159543624E-12;1,26301581959452E-11
-0,24;-0,242365851037113;1,8497980924792E-12;7,63225547060187E-12
-0,23;-0,232077682861664;1,04891095809023E-12;4,51965456200595E-12
-0,22;-0,221814470496214;5,80729908605804E-13;2,61808847414306E-12
-0,21;-0,211574959757782;3,13166159671141E-13;1,48016646218059E-12
-0,2;-0,201357920790167;1,64063207463983E-13;8,14783976811211E-13
-0,19;-0,191162146530976;8,32667268468867E-14;4,3558166905893E-13
-0,18;-0,180986451246507;4,07729405793589E-14;2,25281728541194E-13
-0,17;-0,170829669129085;1,92346139016308E-14;1,12595276919341E-13
-0,16;-0,160690652951902;8,60422844084496E-15;5,35452951542858E-14
-0,15;-0,150568272776682;3,69149155687865E-15;2,45170611896017E-14
-0,14;-0,140461414709854;1,49880108324396E-15;1,06705538053989E-14
-0,13;-0,130368979703145;5,82867087928207E-16;4,47090319534152E-15
-0,12;-0,120289882394788;2,08166817117217E-16;1,73054302633715E-15
-0,11;-0,110223049987747;8,32667268468867E-17;7,55438421057514E-16
-0,1;-0,10016742116156;0;0
-0,09;-0,0901219450145952;1,38777878078145E-17;1,53988995749781E-16
-0,08;-0,080085580033659;1,38777878078145E-17;1,73286973784566E-16
-0,07;-0,0700572930880503;0;0
-0,06;-0,0600360584452784;0;0
-0,05;-0,05002085680577;6,93889390390723E-18;1,38720012950814E-16
-0,04;-0,0400106743539889;0;0
-0,03;-0,0300045018234769;3,46944695195361E-18;1,15630880071435E-16
-0,02;-0,0200013335733905;0;0
-0,01;-0,0100001666741671;0;0
0;0;0;0
0,01;0,0100001666741671;0;0
0,02;0,0200013335733905;0;0
0,03;0,030004501823477;3,46944695195361E-18;1,15630880071435E-16
0,04;0,040010674353989;0;0
0,05;0,0500208568057701;6,93889390390723E-18;1,38720012950814E-16
0,0600000000000001;0,0600360584452785;0;0
0,0700000000000001;0,0700572930880503;0;0
0,08;0,080085580033659;0;0
0,09;0,0901219450145952;1,38777878078145E-17;1,53988995749781E-16
0,1;0,10016742116156;0;0
0,11;0,110223049987747;8,32667268468867E-17;7,55438421057514E-16
0,12;0,120289882394788;2,08166817117217E-16;1,73054302633715E-15
0,13;0,130368979703145;5,82867087928207E-16;4,47090319534152E-15
0,14;0,140461414709854;1,49880108324396E-15;1,06705538053989E-14
0,15;0,150568272776682;3,69149155687865E-15;2,45170611896017E-14
0,16;0,160690652951902;8,60422844084496E-15;5,35452951542858E-14
0,17;0,170829669129085;1,92346139016308E-14;1,1259527691934E-13
0,18;0,180986451246507;4,07729405793589E-14;2,25281728541194E-13
0,19;0,191162146530976;8,32667268468867E-14;4,3558166905893E-13
0,2;0,201357920790167;1,64090963039598E-13;8,14921818796799E-13
0,21;0,211574959757782;3,13138404095525E-13;1,48003527663932E-12
0,22;0,221814470496214;5,80729908605804E-13;2,61808847414306E-12
0,23;0,232077682861664;1,04891095809023E-12;4,51965456200595E-12
0,24;0,242365851037113;1,8497980924792E-12;7,63225547060187E-12
0,25;0,252680255138887;3,19139159543624E-12;1,26301581959452E-11
0,26;0,263022202903073;5,39607247773688E-12;2,05156538804243E-11
0,27;0,273393031458517;8,95578056159252E-12;3,27578962547845E-11
0,28;0,283794109193717;1,46108680709744E-11;5,14840428215122E-11
0,29;0,294226837725522;2,34603447779591E-11;7,97355705463352E-11
0,3;0,30469265397828;3,71172537150244E-11;1,21818669488332E-10
0,31;0,315193032382803;5,79218895069289E-11;1,83766401999453E-10
0,32;0,325729487205394;8,92358964499351E-11;2,73957071529171E-10
0,33;0,336303575018139;1,35841116133406E-10;4,03924091711513E-10
0,34;0,346916897322681;2,0448082116431E-10;5,89423065356165E-10
0,35;0,357571103340925;3,04585301424964E-10;8,51817438041428E-10
0,36;0,368267892987398;4,49242254507709E-10;1,21987895907901E-09
0,37;0,379009020039465;6,56486254246857E-10;1,73211247859323E-09
0,38;0,389796295523257;9,5100310959495E-10;2,43974383080817E-09
0,39;0,400631591334997;1,36637523517891E-09;3,41055288716932E-09
0,4;0,411516844119466;1,94802218800305E-09;4,73376049272009E-09
0,41;0,422454059429713;2,75704326035964E-09;6,52625576870609E-09
0,42;0,433445316194669;3,87521681410874E-09;8,94049753146239E-09
0,43;0,444492771524334;5,41148487132048E-09;1,21745170048103E-08
0,44;0,455598665885482;7,51034096024839E-09;1,64845540577846E-08
0,45;0,466765328684647;1,03626499048382E-08;2,22009841733088E-08
0,46;0,47799518429938;1,4219572797014E-08;2,97483590652642E-08
0,47;0,489290758603668;1,94104476936019E-08;3,9670577427155E-08
0,48;0,500654686038879;2,63657092824943E-08;5,26624610320009E-08
0,49;0,512089717287932;3,56462162010018E-08;6,96093135954348E-08
