x;Value;Abs;Rel
-0,98;-0,775297496909428;9,73011671234758E-11;1,25501717113185E-10
-0,96;-0,764992832776149;6,52390363953259E-11;8,52805851319389E-11
-0,94;-0,754480183877604;4,31978897097451E-11;5,725516804193E-11
-0,92;-0,743755584327092;2,82317502708906E-11;3,79583708235344E-11
-0,9;-0,732815101804706;1,81995529757728E-11;2,48351227088589E-11
-0,88;-0,721654850876326;1,15651932475203E-11;1,60259343281094E-11
-0,86;-0,710271007493926;7,23954229897572E-12;1,01926479085681E-11
-0,84;-0,698659824725924;4,46087611294388E-12;6,38490429118679E-12
-0,82;-0,686817649761349;2,70339306496226E-12;3,93611472552031E-12
-0,8;-0,674740942225163;1,60982338570648E-12;2,3858391939304E-12
-0,78;-0,662426293834093;9,41580147184595E-13;1,42141119087546E-12
-0,76;-0,649870449412488;5,40123501480139E-13;8,31124883380809E-13
-0,74;-0,637070329275987;3,03534974932518E-13;4,76454421096053E-13
-0,72;-0,624023052976924;1,66977542903624E-13;2,67582330664061E-13
-0,7;-0,610725964389298;8,98170426921752E-14;1,47066029494917E-13
-0,68;-0,597176658092725;4,70734562441066E-14;7,88266848782311E-14
-0,66;-0,58337300699388;2,40918396343659E-14;4,12974877917511E-14
-0,64;-0,569313191100674;1,21014309684142E-14;2,1256192825988E-14
-0,62;-0,554995727338593;5,88418203051333E-15;1,06022114057169E-14
-0,6;-0,540419500270587;2,55351295663786E-15;4,72505702580927E-15
-0,58;-0,525583793551611;1,11022302462516E-15;2,11236160293846E-15
-0,56;-0,510488321916776;4,44089209850063E-16;8,69930203657943E-16
-0,54;-0,495133263468404;2,22044604925031E-16;4,4845422698853E-16
-0,52;-0,479519291992596;1,11022302462516E-16;2,31528333304742E-16
-0,5;-0,463647609000806;5,55111512312578E-17;1,19727030084094E-16
-0,48;-0,44751997515717;0;0
-0,46;-0,431138740718782;0;0
-0,44;-0,414506874584786;5,55111512312578E-17;1,33920942292848E-16
-0,42;-0,397627991522129;5,55111512312578E-17;1,39605743093588E-16
-0,4;-0,380506377112365;0;0
-0,38;-0,363147009946176;5,55111512312578E-17;1,52861374900169E-16
-0,36;-0,345555580581712;1,11022302462516E-16;3,21286382571566E-16
-0,34;-0,327738506780555;0;0
-0,32;-0,309702944542456;0;0
-0,3;-0,291456794477867;0;0
-0,28;-0,273008703086711;0;0
-0,26;-0,254368058553266;5,55111512312578E-17;2,18231611103143E-16
-0,24;-0,235544980720863;2,77555756156289E-17;1,1783556385148E-16
-0,22;-0,216550304976089;2,77555756156289E-17;1,28171491694244E-16
-0,2;-0,197395559849881;0;0
-0,18;-0,178092938231198;2,77555756156289E-17;1,55848827535189E-16
-0,16;-0,158655262186401;2,77555756156289E-17;1,74942672768202E-16
-0,14;-0,139095941482071;0;0
-0,12;-0,119428926018338;1,38777878078145E-17;1,16201227545859E-16
-0,1;-0,099668652491162;1,38777878078145E-17;1,39239243843946E-16
-0,08;-0,0798299857122373;1,38777878078145E-17;1,73841792454275E-16
-0,0599999999999999;-0,0599281551212078;6,93889390390723E-18;1,15786876633745E-16
-0,04;-0,0399786871232901;6,93889390390723E-18;1,73564826741519E-16
-0,02;-0,0199973339731505;3,46944695195361E-18;1,73495474777381E-16
0;0;0;0
0,02;0,0199973339731505;3,46944695195361E-18;1,73495474777381E-16
0,04;0,0399786871232901;6,93889390390723E-18;1,73564826741519E-16
0,0600000000000001;0,059928155121208;1,38777878078145E-17;2,3157375326749E-16
0,0800000000000001;0,0798299857122374;0;0
0,1;0,0996686524911621;1,38777878078145E-17;1,39239243843946E-16
0,12;0,119428926018339;0;0
0,14;0,139095941482071;0;0
0,16;0,158655262186401;0;0
0,18;0,178092938231198;2,77555756156289E-17;1,55848827535189E-16
0,2;0,197395559849881;0;0
0,22;0,216550304976089;2,77555756156289E-17;1,28171491694244E-16
0,24;0,235544980720863;2,77555756156289E-17;1,1783556385148E-16
0,26;0,254368058553266;5,55111512312578E-17;2,18231611103143E-16
0,28;0,273008703086711;0;0
0,3;0,291456794477867;0;0
0,32;0,309702944542456;0;0
0,34;0,327738506780555;0;0
0,36;0,345555580581712;5,55111512312578E-17;1,60643191285783E-16
0,38;0,363147009946176;1,11022302462516E-16;3,05722749800338E-16
0,4;0,380506377112365;5,55111512312578E-17;1,45887571326735E-16
0,42;0,397627991522129;0;0
0,44;0,414506874584786;5,55111512312578E-17;1,33920942292848E-16
0,46;0,431138740718782;0;0
0,48;0,44751997515717;0;0
0,5;0,463647609000806;5,55111512312578E-17;1,19727030084094E-16
0,52;0,479519291992596;1,11022302462516E-16;2,31528333304742E-16
0,54;0,495133263468404;2,22044604925031E-16;4,4845422698853E-16
0,56;0,510488321916776;4,44089209850063E-16;8,69930203657943E-16
0,58;0,525583793551611;1,11022302462516E-15;2,11236160293846E-15
0,6;0,540419500270587;2,55351295663786E-15;4,72505702580927E-15
0,62;0,554995727338593;5,99520433297585E-15;1,08022531303531E-14
0,64;0,569313191100674;1,19904086659517E-14;2,10611818826303E-14
0,66;0,58337300699388;2,40918396343659E-14;4,12974877917511E-14
0,68;0,597176658092725;4,70734562441066E-14;7,88266848782311E-14
